Population,MortalityRate,NatalityRate,GDP,GDP_PC
12973699,1.6509562851533486,5.84,3998020176.67364,308.163618229107
13341806,1.5640309019587149,5.75,4432937045.79897,332.259094554424
13727890,1.4698534713869909,5.63,5321012192.33619,387.60572119129
14128155,1.3505650169190455,5.49,6191127665.1963,438.211856815356
14539612,1.2271306608038772,5.33,6959655570.89098,478.668688469613
14962112,1.1048569460553646,5.16,8004000737.30717,534.951050199388
15396005,0.9416725502256753,4.99,6028487928.83351,391.561705197224
15839269,0.7740247398762331,4.82,5518880768.57955,348.429873679261
16289540,0.6550825529250348,4.67,6047813437.31804,371.269521706741
16745303,0.5759226242818509,4.53,6373212640.84604,380.596987683774
17205289,0.5061244958153187,4.41,5433040159.88747,315.777987100071
17670260,0.44849538428923785,4.3,8943543677.18899,506.137294436399
8156347,0.9901497509545334,6.45,1916241996.60264,234.938897437435
8417824,0.8986886273775601,6.42,1901868548.28172,225.933593537059
8692342,0.8134751333272053,6.35,2001502678.6881,230.260593749195
8973788,0.7339150198617285,6.25,2510126747.68065,279.717540522244
9253842,0.6610238120941747,6.1,2674441395.53116,289.009227807173
9526558,0.5974875710618672,5.92,2956356984.18921,310.327925803759
9790084,0.5420791631695053,5.73,3143538481.64119,321.094160452081
10046325,0.49550477234402523,5.53,3188945511.56409,317.424210471086
10297983,0.4543608199780481,5.34,3330393309.81315,323.402486662985
10549399,0.4191709571970715,5.17,3664575983.27453,347.373094217681
10804131,0.38772206667986536,5.01,3864170913.36731,357.656799363809
11062433,0.35869140552612566,4.88,4244340333.51899,383.671471713999
11324277,0.33167680373766906,4.76,5043268548.73032,445.350157783169
11592638,0.30510743111274585,4.64,7662996766.66803,661.02269101028
11871104,0.27874413007318105,4.53,9496074114.07918,799.931978857496
12162187,0.2531616635788179,4.43,9298800799.46702,764.566378590813
12468689,0.2279309579323823,4.33,11050125904.9418,886.230043204367
12790312,0.20452978750402745,4.25,13139397879.1695,1027.29291137516
13122839,0.18258252619689666,4.18,16358376511.2263,1246.5583088062
13460031,0.16396688418715108,4.12,21213672089.1976,1576.0488059056
13798085,0.14741166424869986,4.07,24488033442.0506,1774.74029688815
14134058,0.13329503341573476,4.02,25004557093.8761,1769.09940200311
14471211,0.12030779723748145,3.97,26804401815.5348,1852.25648402949
14819424,0.10951838228595837,3.93,30346788437.5135,2047.77028789322
15192298,0.09978739229741383,3.87,33943505717.6993,2234.25720382689
15598927,0.09154477578068845,3.82,31200161095.4491,2000.1482855772
16043731,0.08439430815864833,3.76,27734562640.4277,1728.68480511196
16522000,0.07777506893231595,3.7,32181695507.2234,1947.80823846934
17022465,0.07196370444477211,3.65,35271880250.4964,2072.07768616989
17528961,0.06674668281822294,3.6,38848567631.4235,2216.25044584351
18029824,0.062396615740675,3.55,44024178343.0071,2441.74199054895
18519937,0.05863949566577993,3.51,49143148094.2683,2653.52616913133
19002656,0.055255422135637854,3.47,59167550162.956,3113.6456771292
19484898,0.05224558236143976,3.42,66894837030.4184,3433.16278745365
19977500,0.04955573037437902,3.37,74478356957.7808,3728.1104809359
20487607,0.0472480823038165,3.31,88705342902.7113,4329.7079981979
21017613,0.045057434907350834,3.24,100855393910.486,4798.61176998621
21562793,0.04257334046289928,3.15,100005323301.867,4637.86566125565
22114654,0.03974741265370413,3.04,72167498980.8398,3263.33488302299
22661298,0.03662633019219159,2.91,79148421052.6316,3492.67012489674
23194257,0.03324099436360353,2.78,93789736842.1053,4043.66292312877
23709119,0.030030644332359094,2.66,92783947368.4211,3913.42938647946
24208391,0.027263274126727383,2.54,100845526315.789,4165.72610363859
24698819,0.025223876070845648,2.44,110202368421.053,4461.84732546759
25190652,0.023659574920802947,2.36,124749473684.211,4952.21395799046
25690611,0.022381714100655044,2.29,143534102611.497,5587.02477972975
26201961,0.021410616933378326,2.25,162691238209.476,6209.12616705899
26720370,0.020695823526675365,2.22,193547824063.3,7243.45680069813
27236006,0.020193858841915973,2.19,230813897715.69,8474.58776222379
27735040,0.019830511860124366,2.17,202257625195.063,7292.4949731478
28208035,0.019497995393368158,2.15,255016609232.871,9040.56849464524
28650955,0.019196563103186553,2.13,297951960784.314,10399.3702125714
29068159,0.019024232985412337,2.11,314443149443.149,10817.4317100783
29468872,0.01896913572308021,2.09,323277158906.979,10970.1042996033
29866559,0.01901789577295793,2.07,338061963396.376,11319.0619448482
30270962,0.019127239584202222,2.06,301354803994.367,9955.24272167626
30684804,0.019325622464286055,2.04,301255380276.258,9817.78709031009
31105028,0.019579063005199706,2.02,319112136545.438,10259.3048064811
89863,,7.02,,
92325,,7.08,,
94905,,7.12,,
97551,,7.15,,
100171,,7.18,,
102718,,7.2,,
105136,,7.22,,
107478,,7.23,,
109891,,7.24,,
112582,,7.24,,
115691,4.1404467187608045,7.23,,
119302,3.897638785277822,7.2,,
123354,3.632029964247205,7.16,,
127701,3.359436178543461,7.1,,
132104,3.0809525972354703,7.04,,
136417,2.8222082129924204,6.98,,
140563,2.589586164211066,6.94,,
144631,2.3854796888504755,6.94,,
148780,2.197964698132738,6.96,,
153276,2.0420679036509304,7.01,,
158272,1.901801340738354,7.08,42463576.1589404,268.29663146717
163824,1.7885374890887005,7.15,44781456.9536424,273.356022449151
169851,1.6838485949284365,7.2,47911119.7847694,282.080670388223
176244,1.5886074153924712,7.22,57829787.2340426,328.102960109175
182850,1.498512425621281,7.19,109503546.099291,598.877461603577
189537,1.4086736308958532,7.11,127190757.959989,671.049688508962
196264,1.3196645300669514,6.97,141882254.230178,722.922696345587
203028,1.2215304594530696,6.78,141223029.383064,695.59770954697
209785,1.1297172846744554,6.56,168514513.375071,803.264803706002
216510,1.034632474526794,6.3,189514434.244,875.347268126851
223158,0.9365519651907385,6.0,215043969.849246,963.635658204447
229751,0.8444218104577724,5.68,244396761.92334,1063.78327924394
236265,0.7491397590055487,5.33,284874919.577641,1205.71259095547
242605,0.6595327210671239,4.97,322417837.161971,1329.03195915007
248588,0.5712400736980151,4.6,356013395.70854,1432.17689015512
254139,0.4839775875094435,4.24,398988954.970263,1569.93261682457
259183,0.41284368271998395,3.89,450382327.952421,1737.73363461568
263842,0.3411209994087236,3.56,508223602.378929,1926.28603518447
268455,0.2793868390173034,3.26,540096397.621071,2011.94433727978
273527,0.22301679572392716,2.99,589239753.610875,2154.26822563039
279398,0.17895746538962617,2.77,624337145.284622,2234.59586137462
286306,0.13621646542721325,2.6,870030468.628748,3038.7814166818
294186,0.10877509050427452,2.47,897031250.0,3049.20798137227
302683,0.08589901579550749,2.37,1052121054.6875,3476.00627289952
311265,0.11244438019051291,2.31,1226829562.5,3941.43113584887
319608,0.05631969562333388,2.28,1163362437.5,3640.0121322011
327487,0.05191014049326848,2.26,1575200390.625,4809.93374014089
335169,0.04475314167054527,2.25,1868383460.9375,5574.40198148264
343452,0.04076308495026904,2.25,2271646187.5,6614.23617985838
353398,0.03678644900407763,2.23,2345294875.0,6636.54387067016
365734,0.0355453476608427,2.21,2588176054.6875,7076.73982087196
380495,0.03416620016662593,2.17,2774351760.03287,7291.46596660877
397237,0.03272654953918501,2.13,2886170571.69634,7265.72339947372
415593,0.028874473040867005,2.08,3295011381.75405,7928.47644265061
435015,0.025286309991770457,2.04,3697351596.83753,8499.30714783649
454915,0.024180394536110122,1.99,4109424799.72407,9033.41027034576
475513,0.02103027307809592,1.95,4379136461.83077,9209.44356385479
496402,0.02014512548398664,1.91,4754175869.24027,9577.34694587865
5263733,,6.97,,
5322266,,6.98,,
5381368,,6.99,,
5441613,,7.01,,
5503752,,7.03,,
5568484,,7.05,,
5635859,,7.07,,
5706199,,7.09,275494520.141999,48.2799247102094
5780835,9.471813419373944,7.11,343771964.662167,59.4675172695034
5861412,9.318395193517198,7.12,339913833.096246,57.9917506460035
5949045,9.169879789048387,7.13,359772363.262207,60.4756804981721
6044530,9.005506471642763,7.14,395218567.202881,65.3845641448162
6147458,8.819083771779713,7.15,486617332.387405,79.1574106635525
6256187,8.615625705800863,7.15,563683660.31194,90.1001360591356
6368348,8.397784919349546,7.15,538747268.333356,84.5976754927192
6482278,8.163020368444322,7.15,830710615.179954,128.150952886646
6596728,7.92712015560458,7.15,939227993.66396,142.378007750208
6712267,7.692036088552497,7.15,1049838492.55759,156.405949369652
6831085,7.456789472836692,7.15,1222702356.10946,178.990813487958
6956402,7.219385749170298,7.15,1595423285.64659,229.345814147298
7090126,6.99042781198185,7.15,1759687480.12117,248.188533814242
7234728,6.747734018915716,7.15,1538980653.58996,212.7213755312
7388668,6.505771674739838,7.15,1333739016.7676,180.511379824461
7545166,6.266796356818269,7.15,1297751826.17367,171.997851626753
7694855,6.044296859577767,7.15,1232922696.81435,160.226849805572
7831889,5.839077371892959,7.15,1392205229.93367,177.761126044406
7952865,5.656076308619927,7.15,1852141546.5912,232.889909783584
8062219,5.496131584666052,7.16,2090606071.4048,259.309111961873
8171522,5.353345917683664,7.16,2169027633.3725,265.437312297582
8296915,5.2145862819680415,7.16,2181810275.53995,262.966322262511
8449913,5.077802557777208,7.17,2681959313.15654,317.394827422115
8635527,4.946657575541415,7.16,2724101610.71922,315.452814317691
8850334,4.822190891326813,7.15,2830692638.55831,319.840204737845
9087176,4.705974014140591,7.12,2818306753.77878,310.141201645306
9334880,4.597160353096709,7.09,2081864106.44813,223.019600379793
9585653,4.491396523557063,7.06,2706416623.0592,282.340143825172
9837571,4.384922097163172,7.02,2780435256.96413,282.634211882921
10094368,4.269808803190454,6.98,2697102921.51387,267.189016435596
10360561,4.140797740354675,6.95,2920367497.07602,281.873409312082
10642936,3.9941042590029427,6.92,3440743431.84883,323.288903415366
10946445,3.8306489922575797,6.9,2961476518.21292,270.542236003215
11271600,3.6618571466720398,6.88,3468327017.34025,307.704859489839
11616887,3.4931896574728696,6.86,3908139486.81726,336.418739164893
11982695,3.325296185531599,6.84,4714051055.35437,393.405009104329
12369070,3.1652318790454714,6.82,5454228770.812,440.956777118877
12775516,3.013265459716713,6.79,6247496491.29462,489.021336942005
13203378,2.865327342745167,6.76,6905876385.35306,523.038603102408
13651464,2.7196368445707804,6.72,8156532185.6131,597.484457562443
14113577,2.578297296404923,6.67,9838404004.93274,697.087868500301
14581429,2.442353550170364,6.61,10232036863.4247,701.717113381612
15049353,2.3089366239822153,6.55,10689167195.3375,710.274249372168
15514591,2.1793030600287095,6.47,12995113407.2335,837.605820999201
15979499,2.0562606120394817,6.4,12442036265.1484,778.625269510972
16449864,1.9361266063516431,6.32,13242691429.5942,805.03397960822
16934220,1.8199251420777571,6.23,14364937996.8661,848.279042956769
17438778,1.7095813856617885,6.15,13104764333.9941,751.47288662264
17965429,1.603188520542321,6.06,14026048690.7312,780.723569528087
18512394,1.5014777369301457,5.97,15365714371.3316,830.021515346886
326550,0.11183073300252737,3.62,,
325250,0.10177663844485296,3.27,,
323900,0.09478074055351952,3.24,,
322550,0.08780512280173604,2.9,,
321250,0.08413128219190033,2.79,,
318800,0.07758240803381351,2.52,,
315200,0.07437340407070431,2.33,,
311550,0.06512496239808718,2.24,,
307900,0.05904985672640026,2.12,,
304300,0.05606935155794923,2.02,,
302650,0.0499145213821331,2.03,250721821.553678,828.421680335959
302700,0.04682174027044238,2.06,264579879.784878,874.066335595898
302450,0.04369033538573885,2.01,295118249.324932,975.758800875955
302200,0.04052356445272926,1.65,345602025.375393,1143.62020309528
301996,0.04044350974999689,1.64,376094108.475331,1245.36122490143
304222,0.0372256931734283,2.27,474620439.58496,1560.11215357522
305774,0.03708522493734142,2.21,527936988.791275,1726.55944845303
306970,0.036908767677761856,2.14,625573345.532174,2037.89733697812
310182,0.0336407897634135,2.05,793675169.878579,2558.74025532938
313342,0.03342276454877748,2.1,1001300838.32335,3195.55258574769
316645,0.03318310436991318,1.99,1250242107.87969,3948.40312614976
318982,0.03292279604327851,1.87,1243469360.56838,3898.24303743905
325898,0.03264443679443502,1.9,1234518125.0,3788.05063240646
330524,0.029413148854063723,1.92,1165771369.00625,3527.04000013994
330593,0.026231725231422108,1.95,1101828568.76804,3332.88535682256
336452,0.023104426230455097,1.95,1117835285.50512,3322.4212829917
342121,0.022894362549401744,1.93,1435079200.34957,4194.65393924832
344485,0.02268750514013788,1.97,1751247763.41948,5083.6691392063
347325,0.01967419532541119,2.06,2019474244.19359,5814.36477130523
350722,0.022288158023040384,2.1,2118574772.11136,6040.60986225945
354170,0.01933610852529025,2.02,2547163582.33149,7191.92360259617
363845,0.019178555087659695,1.99,2750041434.26295,7558.27738257485
367618,0.016309222865530458,2.07,3021910216.71827,8220.2455176794
371308,0.01887942520241441,1.96,2709178326.78271,7296.31014355389
374797,0.016053339897365647,1.84,2998570146.54095,8000.51800452232
377419,0.015919637669046655,1.77,3720400535.01945,9857.48077075996
379905,0.01577871924135918,1.99,3822882801.33397,10062.7335816427
382791,0.013029112248407844,1.93,3793418418.41842,9909.89448137082
385287,0.012910488997681277,1.84,4010571223.3396,10409.3084462741
387578,0.012799967232083887,1.73,4121350731.81231,10633.6033825767
390087,0.010161336622219286,1.68,4069515579.07114,10432.3281192942
393028,0.010092752394505505,1.48,4088368978.34589,10402.233373566
395969,0.010032102728731942,1.45,4470446391.44639,11289.889843514
398582,0.007483946933826941,1.48,5448415500.17071,13669.497117709
401268,0.007447495159128147,1.4,6098092551.07125,15197.056707914
403834,0.009884866022997141,1.38,6416184181.07201,15888.1723209834
405308,0.007383161469741343,1.36,6778324049.68009,16723.8841811168
406724,0.0073555733179029754,1.35,7925371475.49959,19485.8711939782
409379,0.007326132559042523,1.43,9090406767.24769,22205.3568142179
412477,0.0072893558396244515,1.42,8696366907.4743,21083.2771462998
414508,0.009655841663508401,1.36,9035932122.49768,21799.1742559798
416268,0.007181844297615627,1.45,9638916481.06904,23155.5547893882
420028,0.007112223779008982,1.42,9462238211.48657,22527.6367563271
425967,0.009386498460614252,1.36,10551661176.7831,24771.0765781929
434558,0.009298217066877426,1.38,11626281387.0068,26754.2684451944
445053,0.009225964632264582,1.37,11091434483.5238,24921.6036820869
455356,0.009172229241525434,1.37,11721521912.7202,25741.4460613677
467999,0.009133775560300044,1.26,13221298307.8894,28250.6977747589
14662,,,,
15051,,,,
15547,,,,
16114,,,,
16710,2.2740873728306403,,,
17284,2.083092234695058,,,
17842,2.018616126499944,,,
18388,1.9583310667464506,,,
18961,1.8981335020563113,,,
19622,1.7331905999898047,,,
20395,1.6671570069628323,,,
21313,1.595869514198545,,,
22341,1.5222744571300648,,,
23439,1.5358361774744027,,,
24531,1.4675907052588666,,,
25576,1.4074045115133507,,,
26552,1.4313695946963991,,,
27470,1.3828741948396959,,,
28406,1.4084507042253522,,,
29416,1.3597579630825711,,,
30576,1.3737162294760252,,,
31893,1.380045792428567,,31020000.0,972.93228366214
33328,1.3201320132013201,,34918000.0,1047.64476447645
34889,1.261431725007884,,41749000.0,1196.89802471259
36557,1.203369434416366,,45144000.0,1234.65703971119
38333,1.2000730479246562,,43879000.0,1144.73924499752
40211,1.094200736098677,,55989000.0,1392.34556848702
42173,1.0434452665528362,,62983000.0,1493.62075507494
44083,0.9979134536877439,,70688000.0,1603.1933230518
45820,0.9601326728784342,,72798000.0,1588.53950727737
47271,0.8462921823759653,,78476000.0,1660.34063260341
48404,0.7850753052496746,,82507000.0,1704.58442658513
49245,0.7310832216400635,,91063000.0,1849.29531700581
49831,0.722485349602633,,99461000.0,1996.08653768965
50215,0.6372724738120843,,108071000.0,2152.20854741705
50457,0.6342410908946763,,120230000.0,2382.96269869584
50533,0.5937889674009856,,110858000.0,2194.20857827128
50450,0.5946128079598835,,110705600.0,2194.23225576279
50356,0.5957582016045754,,112279400.0,2229.71244737469
50423,0.5950255861002023,,114326300.0,2267.56912213892
50753,0.5910864168341412,,115347500.0,2272.67801552587
51422,0.5835327070082278,,122824000.0,2389.06070685262
52370,0.5728689275893676,,131738200.0,2515.62404521845
53456,0.5237070981015617,,131398500.0,2457.6545403535
54476,0.5139878111461929,,132440200.0,2431.166018063
55258,0.5067231301011637,,136559500.0,2471.35204589464
55767,0.5021070563973818,,141515800.0,2537.71720613288
56051,0.49958962280983477,,148346700.0,2646.87399636013
56174,0.49852223765267245,,151898900.0,2704.46355446355
56250,0.4621811394542707,,149769600.0,2662.33401475424
56366,0.4258263692979188,,160407100.0,2846.06554177534
56531,0.42459840067935745,,172188500.0,3046.29007147406
56717,0.4231908590774439,,180436300.0,3181.62470023981
56938,0.4215481355277256,,184840400.0,3246.63024959163
57179,0.384729727366525,,182142800.0,3185.26135389889
57439,0.34816516955643756,,183814300.0,3199.88684631989
57735,0.34648233806281725,,201510900.0,3490.99838885713
58058,0.3100614955299468,,213204100.0,3672.57678328424
850384,5.494033822645721,6.78,,
875581,5.3118711354452905,6.79,159213140.003286,181.836096058281
901686,5.120385054730561,6.79,164271590.835566,182.181892707655
928734,4.933555282306604,6.8,168186331.271262,181.090476441533
956799,4.745013033108485,6.8,224495789.265476,234.633358137149
985910,4.557224971523683,6.8,255340526.745302,258.990479573938
1016100,4.368694597837009,6.8,266533659.162216,262.312267835933
1047344,4.186777040994133,6.8,282615367.46488,269.839802037419
1079580,4.017303025250561,6.8,311396000.321084,288.441801738717
1112745,3.8759864084353253,6.79,295062138.067838,265.165044469002
1146780,3.7766747821719324,6.78,309405316.058955,269.804491948694
1181674,3.716808317797266,6.77,335569088.717833,283.981325168964
1217446,3.67491537591493,6.76,391669449.25347,321.71481478268
1254157,3.648668905622586,6.74,493237544.352934,393.282449992612
1291855,3.603339998157691,6.71,613010958.14599,474.519206186126
1330598,3.5307539339573153,6.68,703378653.350029,528.620039884464
1370357,3.4333943390223327,6.64,775046377.591752,565.577012816852
1411140,3.314343944855893,6.6,799029666.591345,566.230305158702
1453032,3.1830081732767708,6.55,804629876.770723,553.760751183544
1496185,3.051115712477292,6.5,951900945.200283,636.223424013706
1540640,2.9254000275209586,6.44,1047924649.11779,680.186109911046
1586493,2.798620355802977,6.39,1105495368.38146,696.81572999961
1633652,2.6743712717801493,6.34,1108776010.25575,678.708791180357
1681863,2.5442085216418264,6.28,1165170625.65959,692.787341661572
1730738,2.4093782013096154,6.23,1074373735.45291,620.760829318903
1780030,2.269059056770296,6.18,1009723326.31752,567.24977925551
1829675,2.1315225957791477,6.13,1186628778.51236,648.545142102797
1879763,2.0082393672370245,6.07,1344665270.68865,715.340326451227
1930433,1.9032058710326785,6.01,1414951854.05644,732.973510035055
1981899,1.8189597669309583,5.95,1450647019.20509,731.94689707417
2034346,1.7528966297293431,5.88,1506914407.82331,740.736171274275
2087912,1.7026563354620927,5.82,2133688270.32436,1021.92344623598
2142645,1.6652315245876008,5.76,2164292208.16528,1010.10303067717
2198532,1.6383614929557733,5.7,1847350611.72458,840.263216612396
2255516,1.620025537348372,5.66,1944876755.00708,862.27422279877
2313630,1.6074307473537255,5.61,2091731420.68923,904.090723533681
2372901,1.5980445867925324,5.57,2132081881.91398,898.513161917476
2433563,1.5898473310987533,5.53,2072001066.8212,851.425527557368
2496216,1.5807920545369252,5.5,2032345831.83005,814.17033528337
2561585,1.5709030037664196,5.46,1985924386.91448,775.272014079756
2630219,1.5572859577745866,5.41,1779523344.34106,676.569022381448
2702400,1.5419598468771334,5.37,1746064718.79169,646.1151155329
2778099,1.5247847717340322,5.32,1777058592.98812,639.667582877101
2857148,1.5053462366344084,5.28,2051147606.73687,717.899867608237
2939247,1.4748680443896156,5.23,2362501023.24249,803.777915575114
3024194,1.4380672164983908,5.18,2936019525.60241,970.842360719242
3111906,1.3930360409112352,5.14,3919577285.92703,1259.54150505961
3202517,1.3405101994933977,5.1,4346206808.54026,1357.12428510502
3296238,1.2878321552728156,5.06,5206444406.66154,1579.51154806573
3393409,1.2329787635321188,5.02,4714592492.92972,1389.33853309998
3494195,1.1819586743746782,4.98,5628882266.37767,1610.92160333629
3598648,1.1245896373247048,4.94,6764635686.79345,1879.77247186677
3706554,1.069186886475447,4.9,6728208836.22143,1815.21893947923
3817494,1.0153249629272794,4.85,7223063169.72749,1892.09400026444
3930896,0.9654292382343559,4.79,6592537781.81518,1677.10901942794
4046301,0.9109547873812743,4.74,6166857628.62212,1524.07175254803
4163534,0.8636897710885854,4.68,6398744505.08129,1536.85488788877
4282574,0.8149289377296219,4.62,6799075418.99441,1587.61126325063
659351,1.3635847127002765,6.17,,
680757,1.2635299315219792,6.18,,
700349,1.1556472053958844,6.12,,
718861,1.0677342150271742,5.99,,
736381,1.0151387492186013,5.79,,
753000,1.0062619228098868,5.51,,
768813,1.0499506211341547,5.19,,
783917,1.0843886265345182,4.85,,
798413,1.0135858037923124,4.52,,
812405,0.8438496766678024,4.21,,
826000,0.7042159789267604,3.95,,
839230,0.6622248372427625,3.74,,
852053,0.6675316813586205,3.58,,
864819,0.6334015280233942,3.44,,
878042,0.5282596122756604,3.34,,
892000,0.4169379939230166,3.26,,
906507,0.3340985623838098,3.17,704033525.405972,776.644334137488
921379,0.27755822488504645,3.07,823634464.910024,893.914952381185
933499,0.24098492458024906,2.95,1015365145.29554,1087.69816067884
949888,0.21520479623255134,2.82,1211141231.11555,1275.03582645064
966039,0.19046850075411034,2.67,1131788191.50736,1171.57608699789
980462,0.16563214735944526,2.53,1142393554.52358,1165.15841972823
992521,0.14056178195935035,2.41,1078408829.616,1086.53502506849
1001691,0.12016582884380445,2.33,1090276947.25872,1088.43640130411
1012221,0.10521070925913795,2.16,1040557089.33864,1027.99397497052
1020528,0.09451014211962622,2.02,1076121094.38239,1054.47483497012
1028360,0.08795263848142928,1.99,1462900255.4506,1422.55655164592
1036082,0.08153946510110895,2.05,1880852914.22714,1815.35140483779
1043239,0.07519862560050442,2.14,2134517067.65295,2046.04799825634
1051260,0.06790457016885285,2.23,2181930254.82301,2075.53816831518
1058775,0.059666492718320176,2.32,2653480001.34558,2506.17931226708
1070266,0.05522105738029432,2.3,2856890680.60285,2669.32770040611
1084441,0.05171070079080436,2.37,3224267547.80508,2973.20697742439
1097374,0.04915328908323654,2.21,3263368410.01813,2973.79782099643
1112846,0.048467615554873424,2.25,3558137040.37772,3197.33102367957
1122457,0.04784366815631767,2.14,4040345933.2923,3599.55520192961
1133996,0.04641175811242504,2.12,4421943910.49749,3899.43519244996
1148284,0.045055153573090284,2.04,4187367601.73431,3646.63062599001
1160421,0.04290770038754235,1.97,4169664285.38681,3593.23408089547
1175267,0.04168187204345803,2.05,4343710332.80658,3695.93490909434
1186873,0.0396575277159711,1.99,4663313620.01707,3929.07549503364
1196287,0.03769125169296539,1.91,4613630622.77501,3856.62522686864
1204621,0.03661159672326209,1.94,4841310239.63687,4018.94889731864
1213370,0.03639395463328128,1.87,5816553826.85519,4793.71817900161
1221003,0.03619409246603514,1.92,6578844486.06288,5388.06578367365
1228254,0.03600625199466453,1.88,6488750452.60067,5282.90602155635
1233996,0.03419947577089283,1.77,7028803365.70151,5695.96932704928
1239630,0.032417800614317316,1.74,8150138757.15741,6574.65433811493
1244121,0.030663410965558534,1.67,9990370016.30771,8030.06300537304
1247429,0.028938999803857886,1.59,9128843109.15588,7318.12640972422
1250400,0.027244615782805924,1.57,10003670690.3497,8000.37643182154
1252404,0.025578023362327087,1.55,11518393367.2403,9197.02697152061
1255882,0.024730970913984886,1.54,11668685524.1265,9291.22761861899
1258653,0.023099139915473077,1.44,12129642296.4425,9637.00265000958
1260934,0.020678394497638287,1.43,12803445933.5894,10153.9382184867
1262605,0.019849824170257498,1.36,11692287066.381,9260.44730250635
1263473,0.01901939185494544,1.4,12232463655.5727,9681.61856689674
1264613,0.01897987895582196,1.44,13259351418.4459,10484.9083620411
37771859,2.0224844097567765,6.77,13040000000.0,345.230540798612
38966056,1.9078659989366642,6.77,14160000000.0,363.393270895902
40195319,1.8035433878144713,6.77,15200000000.0,378.153495389687
41462369,1.7121065405494278,6.78,16960000000.0,409.045570064212
42771079,1.6272445045047617,6.78,20080000000.0,469.476136876329
44123853,1.5485724810631383,6.78,21840000000.0,494.97026133002
45519737,1.4759748439721083,6.78,24320000000.0,534.273631491705
46956208,1.4084186695825183,6.76,26560000000.0,565.633408898776
48431972,1.3418409091795995,6.73,29360000000.0,606.211132724704
49945279,1.277738408023277,6.68,32480000000.0,650.31172716668
51493565,1.2149090862130054,6.61,35520000000.0,689.79492874498
53076373,1.1531686249959163,6.51,39200000000.0,738.558476290558
54689943,1.0914437944935544,6.38,45200000000.0,826.477350205369
56324303,1.0295909528230351,6.23,55280000000.0,981.458982808666
57966804,0.9675881433672772,6.06,72000000000.0,1242.09004283348
59607953,0.9066911833081586,5.87,88000000000.0,1476.31321709503
61242190,0.8466385811258315,5.66,89025974025.974,1453.67067179741
62869903,0.7871174234897877,5.45,81814159292.0354,1301.32462245746
64494869,0.7285075315755336,5.23,102500000000.0,1589.27364023608
66123897,0.6706500166324109,5.02,134561403508.772,2034.98866867899
67761372,0.6143913832198811,4.82,205139086956.522,3027.37527353192
69407624,0.5615089282051915,4.64,263959336734.694,3803.03092550358
71058654,0.5129987693264648,4.46,184609157801.418,2597.98290287556
72709299,0.4681106432235786,4.3,156159198584.513,2147.71955854609
74352631,0.42909039762157175,4.16,184261495828.367,2478.21083598733
75983485,0.39374345104408603,4.03,195219789801.479,2569.23971350142
77599098,0.362259332759057,3.9,134550096436.744,1733.91299341331
79200081,0.33330773992516494,3.79,147540738281.817,1862.88620439437
80788721,0.3070725525127423,3.68,181611549975.804,2247.98138571693
82368931,0.2828372300089366,3.57,221400669713.589,2687.91484499786
83943132,0.25979491950115996,3.47,261253582805.945,3112.26859475697
85512623,0.2387366889385837,3.37,313142768453.485,3661.94796500841
87075138,0.2188569650927677,3.27,363157598242.27,4170.62338257237
88625440,0.20021339245255088,3.18,500736065605.341,5650.02628596643
90156400,0.18341460765578962,3.1,527813238126.278,5854.41811722684
91663285,0.16764617547548208,3.02,360073909243.855,3928.22371141004
93147044,0.15342408339416458,2.95,410975595310.156,4412.11629751815
94611002,0.14105124004175074,2.88,500413483109.175,5289.16765276589
96056321,0.1295281862421682,2.82,526502129378.284,5481.18195394699
97484832,0.11910571966674238,2.77,600232874042.927,6157.19304371027
98899845,0.10980805884983945,2.72,707906744574.644,7157.81449985734
100298153,0.10138771051335023,2.67,756706300589.791,7544.56872335784
101684758,0.09371118764655834,2.62,772106378935.377,7593.1373448964
103081020,0.08704803270281958,2.58,729336319677.449,7075.36964299974
104514932,0.08085925787409481,2.54,782240601984.76,7484.486398707
106005203,0.07524159263169725,2.5,877476221382.101,8277.67156384567
107560153,0.07037922174805344,2.46,975387131716.089,9068.29421839425
109170502,0.06612592047872126,2.42,1052696282278.87,9642.68051672231
110815271,0.062211641731114466,2.39,1109989063586.62,10016.5712139986
112463887,0.05858769632057708,2.36,900045350649.351,8002.97217765844
114092963,0.055288248676445516,2.34,1057801295584.05,9271.39839576997
115695473,0.05227516777061657,2.32,1180489601957.61,10203.4212952716
117274155,0.04944823478414119,2.29,1201089987015.45,10241.727828043
118827161,0.046857975009382956,2.27,1274443084716.57,10725.1835873796
120355128,0.044543175585434296,2.24,1315351183524.54,10928.9160089988
121858258,0.04245096214289174,2.22,1171867608197.72,9616.64555810607
123333376,0.040402687742788594,2.19,1078490651625.31,8744.51555912786
124777324,0.03843647042091606,2.16,1158913035796.37,9287.84958732302
44514,,,,
45932,,,,
47367,,,,
48855,,,,
50468,,,,
52227,,,,
54192,,,,
56307,,,,
58388,,,,
60145,,,,
61417,,,,
62082,,,,
62279,,,,
62270,,,,
62455,,,,
63128,,,,
64361,,,,
66082,,,,
68194,,,,
70517,,,,
72930,,,,
75423,,,,
78012,,,,
80629,,,106500000.0,1320.84831948406
83195,,,,
85640,,,,
87905,,,112210000.0,1276.50618856935
89979,,,116700000.0,1296.8828138023
91985,,,124700000.0,1355.67055140024
94057,,,135200000.0,1437.34983308881
96301,,,147200000.0,1528.49310516697
